Rubus parviflor
Rubus pedatu
Rubus pubescens	hexazinone, Hexazinone
Rumex spp.	oxalates, phenols, tannins, anthraquinones, flavonoids, naphthalenes, stilbenes, diterpene alkaloids, terpenes, lignans, glyphosate, Dioscorides, water, Pythium selective medium, oxalate, Oxalate, oxalic acid
Salix bebbiana	petroleum hydrocarbons, petroleum hydrocarbon, hydrocarbons, PHCs, boric acid, triclopyr
Salix discolor	water, 35S, isoprene, chlorophyll, Isoprene, N2, L-1, L-1 isoprene, hydrocarbon isoprene, 2-methyl-1,3-butadiene, cysteine, histidine, arginine, C5 hydrocarbon
Salix humili
Salix pedicellari
Salix pseudomonticol
Salix reticulata	MeOH, flavonoids, luteolin, apigenin glycosides, catechin, procyanidin, glucosides, picein, triandrin, salicortin, adenosine, BrdU, Luteolin-7-O-beta-glucuronide, luteolin-7-O-beta-glucopyranoside
