"","species","chemical","formula","iupac"
"6095","Amelanchier alnifolia","acy","C65H112O6","[(2S)-2-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-3-icosanoyloxypropyl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate"
"6096","Amelanchier alnifolia","acy","C65H110O6","[(2S)-2-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-3-icosanoyloxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate"
"6097","Amelanchier alnifolia","acy","C61H116O5","[(2R)-2-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-3-octadecoxypropyl] icosanoate"
"6098","Amelanchier alnifolia","acy","C63H116O6","[3-icosanoyloxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] icosanoate"
"6099","Amelanchier alnifolia","acy","C65H120O6","[(2S)-3-icosanoyloxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] docosanoate"
"6100","Amelanchier alnifolia","acy","C67H124O6","[3-icosanoyloxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] tetracosanoate"
"6101","Amelanchier alnifolia","acy","C57H102O6","[(2S)-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy-3-[(Z)-tetradec-9-enoyl]oxypropyl] icosanoate"
"6102","Amelanchier alnifolia","acy","C59H106O6","[(2S)-3-[(Z)-hexadec-9-enoyl]oxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] icosanoate"
"6103","Amelanchier alnifolia","acy","C61H110O6","[(2S)-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] icosanoate"
"6104","Amelanchier alnifolia","acy","C61H110O6","[(2S)-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy-3-[(Z)-octadec-9-enoyl]oxypropyl] icosanoate"
"6105","Amelanchier alnifolia","acy","C63H114O6","[(2S)-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy-3-[(Z)-icos-11-enoyl]oxypropyl] icosanoate"
"6106","Amelanchier alnifolia","acy","C63H110O6","[(2S)-3-[(5Z,8Z,11Z)-icosa-5,8,11-trienoyl]oxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] icosanoate"
"6107","Amelanchier alnifolia","acy","C65H118O6","[(2S)-3-icosanoyloxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] (Z)-docos-13-enoate"
"6108","Amelanchier alnifolia","acy","C67H122O6","[(2S)-3-icosanoyloxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] (Z)-tetracos-15-enoate"
"6109","Amelanchier alnifolia","acy","C61H108O6","[(2S)-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy-3-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropyl] icosanoate"
"6110","Amelanchier alnifolia","acy","C61H106O6","[(2S)-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy-3-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxypropyl] icosanoate"
"6111","Amelanchier alnifolia","acy","C63H112O6","[(2S)-3-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] icosanoate"
"6112","Amelanchier alnifolia","acy","C63H110O6","[(2S)-2,3-bis[[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy]propyl] icosanoate"
"6113","Amelanchier alnifolia","acy","C63H108O6","[(2S)-3-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] icosanoate"
"6114","Amelanchier alnifolia","acy","C65H116O6","[(2S)-3-icosanoyloxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] (13Z,16Z)-docosa-13,16-dienoate"
"6115","Amelanchier alnifolia","acy","C65H112O6","[(2S)-3-icosanoyloxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6116","Amelanchier alnifolia","acy","C65H110O6","[(2S)-3-icosanoyloxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6117","Amelanchier alnifolia","acy","C61H106O6","[(2S)-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] icosanoate"
"6118","Amelanchier alnifolia","acy","C61H104O6","[(2S)-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropyl] icosanoate"
"6119","Amelanchier alnifolia","acy","C63H108O6","[(2S)-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] icosanoate"
"6120","Amelanchier alnifolia","acy","C63H106O6","[(2S)-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] icosanoate"
"6121","Amelanchier alnifolia","acy","C65H110O6","[(2S)-3-icosanoyloxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate"
"6122","Amelanchier alnifolia","acy","C65H108O6","[(2S)-3-icosanoyloxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate"
"6123","Amelanchier alnifolia","acy","C61H114O5","[(2R)-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy-3-octadecoxypropyl] icosanoate"
"6124","Amelanchier alnifolia","acy","C63H114O6","[3-icosanoyloxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] icosanoate"
"6125","Amelanchier alnifolia","acy","C65H118O6","[3-icosanoyloxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] docosanoate"
"6126","Amelanchier alnifolia","acy","C67H122O6","[3-icosanoyloxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] tetracosanoate"
"6127","Amelanchier alnifolia","acy","C57H100O6","[(2S)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(Z)-tetradec-9-enoyl]oxypropyl] icosanoate"
"6128","Amelanchier alnifolia","acy","C59H104O6","[(2S)-3-[(Z)-hexadec-9-enoyl]oxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] icosanoate"
"6129","Amelanchier alnifolia","acy","C61H108O6","[(2S)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] icosanoate"
"6130","Amelanchier alnifolia","acy","C61H108O6","[(2S)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(Z)-octadec-9-enoyl]oxypropyl] icosanoate"
"6131","Amelanchier alnifolia","acy","C63H112O6","[(2S)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(Z)-icos-11-enoyl]oxypropyl] icosanoate"
"6132","Amelanchier alnifolia","acy","C63H108O6","[(2S)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(5Z,8Z,11Z)-icosa-5,8,11-trienoyl]oxypropyl] icosanoate"
"6133","Amelanchier alnifolia","acy","C65H116O6","[(2S)-3-icosanoyloxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] (Z)-docos-13-enoate"
"6134","Amelanchier alnifolia","acy","C67H120O6","[(2S)-3-icosanoyloxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] (Z)-tetracos-15-enoate"
"6135","Amelanchier alnifolia","acy","C61H106O6","[(2S)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropyl] icosanoate"
"6136","Amelanchier alnifolia","acy","C61H104O6","[(2S)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxypropyl] icosanoate"
"6137","Amelanchier alnifolia","acy","C63H110O6","[(2S)-3-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] icosanoate"
"6138","Amelanchier alnifolia","acy","C63H108O6","[(2S)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] icosanoate"
"6139","Amelanchier alnifolia","acy","C65H114O6","[(2S)-3-icosanoyloxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] (13Z,16Z)-docosa-13,16-dienoate"
"6140","Amelanchier alnifolia","acy","C65H110O6","[(2S)-3-icosanoyloxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6141","Amelanchier alnifolia","acy","C65H108O6","[(2S)-3-icosanoyloxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6142","Amelanchier alnifolia","acy","C61H104O6","[(2S)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] icosanoate"
"6143","Amelanchier alnifolia","acy","C61H102O6","[(2S)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropyl] icosanoate"
"6144","Amelanchier alnifolia","acy","C63H106O6","[(2S)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxypropyl] icosanoate"
"6145","Amelanchier alnifolia","acy","C63H104O6","[(2S)-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] icosanoate"
"6146","Amelanchier alnifolia","acy","C65H108O6","[(2S)-3-icosanoyloxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate"
"6147","Amelanchier alnifolia","acy","C65H106O6","[(2S)-3-icosanoyloxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate"
"6148","Amelanchier alnifolia","acy","C61H112O5","[(2R)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-octadecoxypropyl] icosanoate"
"6149","Amelanchier alnifolia","acy","C65H122O6","1,3-di(icosanoyloxy)propan-2-yl (13Z,16Z)-docosa-13,16-dienoate"
"6150","Amelanchier alnifolia","acy","C67H126O6","[2-[(13Z,16Z)-docosa-13,16-dienoyl]oxy-3-icosanoyloxypropyl] docosanoate"
"6151","Amelanchier alnifolia","acy","C69H130O6","[2-[(13Z,16Z)-docosa-13,16-dienoyl]oxy-3-icosanoyloxypropyl] tetracosanoate"
"6152","Amelanchier alnifolia","acy","C59H108O6","[(2S)-1-icosanoyloxy-3-[(Z)-tetradec-9-enoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6153","Amelanchier alnifolia","acy","C61H112O6","[(2S)-1-[(Z)-hexadec-9-enoyl]oxy-3-icosanoyloxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6154","Amelanchier alnifolia","acy","C63H116O6","[(2S)-1-icosanoyloxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6155","Amelanchier alnifolia","acy","C63H116O6","[(2S)-1-icosanoyloxy-3-[(Z)-octadec-9-enoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6156","Amelanchier alnifolia","acy","C65H120O6","[(2S)-1-icosanoyloxy-3-[(Z)-icos-11-enoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6157","Amelanchier alnifolia","acy","C65H116O6","[(2S)-1-icosanoyloxy-3-[(5Z,8Z,11Z)-icosa-5,8,11-trienoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6158","Amelanchier alnifolia","acy","C67H124O6","[(2S)-2-[(13Z,16Z)-docosa-13,16-dienoyl]oxy-3-icosanoyloxypropyl] (Z)-docos-13-enoate"
"6159","Amelanchier alnifolia","acy","C69H128O6","[(2S)-2-[(13Z,16Z)-docosa-13,16-dienoyl]oxy-3-icosanoyloxypropyl] (Z)-tetracos-15-enoate"
"6160","Amelanchier alnifolia","acy","C63H114O6","[(2S)-1-icosanoyloxy-3-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6161","Amelanchier alnifolia","acy","C63H112O6","[(2S)-1-icosanoyloxy-3-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6162","Amelanchier alnifolia","acy","C65H118O6","[(2S)-1-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-3-icosanoyloxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6163","Amelanchier alnifolia","acy","C65H116O6","[(2S)-1-icosanoyloxy-3-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6164","Amelanchier alnifolia","acy","C65H114O6","[(2S)-1-icosanoyloxy-3-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6165","Amelanchier alnifolia","acy","C67H122O6","[(2S)-2-[(13Z,16Z)-docosa-13,16-dienoyl]oxy-3-icosanoyloxypropyl] (13Z,16Z)-docosa-13,16-dienoate"
"6166","Amelanchier alnifolia","acy","C67H118O6","[(2S)-1-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-icosanoyloxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6167","Amelanchier alnifolia","acy","C67H116O6","[(2S)-1-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-icosanoyloxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6168","Amelanchier alnifolia","acy","C63H112O6","[(2S)-1-icosanoyloxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6169","Amelanchier alnifolia","acy","C63H110O6","[(2S)-1-icosanoyloxy-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6170","Amelanchier alnifolia","acy","C65H114O6","[(2S)-1-icosanoyloxy-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6171","Amelanchier alnifolia","acy","C65H112O6","[(2S)-1-icosanoyloxy-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6172","Amelanchier alnifolia","acy","C67H116O6","[(2S)-1-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-3-icosanoyloxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6173","Amelanchier alnifolia","acy","C67H114O6","[(2S)-1-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-3-icosanoyloxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6174","Amelanchier alnifolia","acy","C63H120O5","[(2R)-1-icosanoyloxy-3-octadecoxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"6175","Amelanchier alnifolia","acy","C65H118O6","1,3-di(icosanoyloxy)propan-2-yl (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6176","Amelanchier alnifolia","acy","C67H122O6","[2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-icosanoyloxypropyl] docosanoate"
"6177","Amelanchier alnifolia","acy","C69H126O6","[2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-icosanoyloxypropyl] tetracosanoate"
"6178","Amelanchier alnifolia","acy","C59H104O6","[(2S)-1-icosanoyloxy-3-[(Z)-tetradec-9-enoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6179","Amelanchier alnifolia","acy","C61H108O6","[(2S)-1-[(Z)-hexadec-9-enoyl]oxy-3-icosanoyloxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6180","Amelanchier alnifolia","acy","C63H112O6","[(2S)-1-icosanoyloxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6181","Amelanchier alnifolia","acy","C63H112O6","[(2S)-1-icosanoyloxy-3-[(Z)-octadec-9-enoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6182","Amelanchier alnifolia","acy","C65H116O6","[(2S)-1-icosanoyloxy-3-[(Z)-icos-11-enoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6183","Amelanchier alnifolia","acy","C65H112O6","[(2S)-1-icosanoyloxy-3-[(5Z,8Z,11Z)-icosa-5,8,11-trienoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6184","Amelanchier alnifolia","acy","C67H120O6","[(2S)-2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-icosanoyloxypropyl] (Z)-docos-13-enoate"
"6185","Amelanchier alnifolia","acy","C69H124O6","[(2S)-2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-icosanoyloxypropyl] (Z)-tetracos-15-enoate"
"6186","Amelanchier alnifolia","acy","C63H110O6","[(2S)-1-icosanoyloxy-3-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6187","Amelanchier alnifolia","acy","C63H108O6","[(2S)-1-icosanoyloxy-3-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6188","Amelanchier alnifolia","acy","C65H114O6","[(2S)-1-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-3-icosanoyloxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6189","Amelanchier alnifolia","acy","C65H112O6","[(2S)-1-icosanoyloxy-3-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6190","Amelanchier alnifolia","acy","C65H110O6","[(2S)-1-icosanoyloxy-3-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6191","Amelanchier alnifolia","acy","C67H118O6","[(2S)-2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-icosanoyloxypropyl] (13Z,16Z)-docosa-13,16-dienoate"
"6192","Amelanchier alnifolia","acy","C67H114O6","[(2S)-2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-icosanoyloxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6193","Amelanchier alnifolia","acy","C67H112O6","[(2S)-1-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-icosanoyloxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6194","Amelanchier alnifolia","acy","C63H108O6","[(2S)-1-icosanoyloxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6195","Amelanchier alnifolia","acy","C63H106O6","[(2S)-1-icosanoyloxy-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6196","Amelanchier alnifolia","acy","C65H110O6","[(2S)-1-icosanoyloxy-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6197","Amelanchier alnifolia","acy","C65H108O6","[(2S)-1-icosanoyloxy-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6198","Amelanchier alnifolia","acy","C67H112O6","[(2S)-1-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-3-icosanoyloxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6199","Amelanchier alnifolia","acy","C67H110O6","[(2S)-1-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-3-icosanoyloxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6200","Amelanchier alnifolia","acy","C63H116O5","[(2R)-1-icosanoyloxy-3-octadecoxypropan-2-yl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"6201","Amelanchier alnifolia","acy","C65H116O6","1,3-di(icosanoyloxy)propan-2-yl (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6202","Amelanchier alnifolia","acy","C67H120O6","[2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-icosanoyloxypropyl] docosanoate"
"6203","Amelanchier alnifolia","acy","C69H124O6","[2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-icosanoyloxypropyl] tetracosanoate"
"6204","Amelanchier alnifolia","acy","C59H102O6","[(2S)-1-icosanoyloxy-3-[(Z)-tetradec-9-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6205","Amelanchier alnifolia","acy","C61H106O6","[(2S)-1-[(Z)-hexadec-9-enoyl]oxy-3-icosanoyloxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6206","Amelanchier alnifolia","acy","C63H110O6","[(2S)-1-icosanoyloxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6207","Amelanchier alnifolia","acy","C63H110O6","[(2S)-1-icosanoyloxy-3-[(Z)-octadec-9-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6208","Amelanchier alnifolia","acy","C65H114O6","[(2S)-1-icosanoyloxy-3-[(Z)-icos-11-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6209","Amelanchier alnifolia","acy","C65H110O6","[(2S)-1-icosanoyloxy-3-[(5Z,8Z,11Z)-icosa-5,8,11-trienoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6210","Amelanchier alnifolia","acy","C67H118O6","[(2S)-2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-icosanoyloxypropyl] (Z)-docos-13-enoate"
"6211","Amelanchier alnifolia","acy","C69H122O6","[(2S)-2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-icosanoyloxypropyl] (Z)-tetracos-15-enoate"
"6212","Amelanchier alnifolia","acy","C63H108O6","[(2S)-1-icosanoyloxy-3-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6213","Amelanchier alnifolia","acy","C63H106O6","[(2S)-1-icosanoyloxy-3-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6214","Amelanchier alnifolia","acy","C65H112O6","[(2S)-1-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-3-icosanoyloxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6215","Amelanchier alnifolia","acy","C65H110O6","[(2S)-1-icosanoyloxy-3-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6216","Amelanchier alnifolia","acy","C65H108O6","[(2S)-1-icosanoyloxy-3-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"6217","Amelanchier alnifolia","acy","C67H116O6","[(2S)-2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-icosanoyloxypropyl] (13Z,16Z)-docosa-13,16-dienoate"
